"cod_dane","municipio","departamento","municipio_std","departamento_std","nombre_municipio","cn_censo_electoral","se_censo_electoral","cn_votantes","se_votantes","cn_votos_validos","se_votos_validos","cn_votos_blancos","se_votos_blancos","cn_votos_nulos","se_votos_nulos","cn_abstencion","se_abstencion","cn_participacion","se_participacion","se_cn_ratio","se_cn_brecha","se_partido_ganador","se_votos_ganador","se_votos_segundo","se_margen","se_HHI","se_ENP","se_total_votos","se_indice_autonomia","se_indice_competencia","se_indice_periferia","se_indice_captura","se_lisa_captura","se_lisa_periferia","se_cluster_tipo","ca_votos_totales","ca_partido_ganador","ca_votos_ganador","ca_votos_segundo","ca_n_partidos","ca_HHI","ca_margen","cn_coalicion","cn_fvida","cn_gran","p22_votos_totales","p22_ganador","p22_votos_ganador","p22_votos_segundo","p22_HHI","p22_margen","p22_petro","p22_fico","p22_rodolfo","p22_fajardo","p22_betancourt","p22_gomez","p22_perez","p22_milton","fiscal_multas","fiscal_responsabilidades","fiscal_disciplinares","fiscal_penales","p18_mesas","p18_total_mesas","p18_votantes","p18_votos_validos","p18_votos_blancos","p18_votos_nulos","p18_votos_no_marcados","p18_duque","p18_petro","p18_fajardo","p18_vargas","p18_delacalle","p18_blanco","p18_morales","p18_trujillo","p18_votos_totales","p18_ganador","p18_HHI","s18_mesas","s18_total_mesas","s18_votantes","s18_votos_validos","s18_votos_blancos","s18_votos_nulos","s18_votos_no_marcados","s18_duque","s18_petro","s18_votos_totales","s18_ganador","s18_margen","pv_subperiodo_1","pv_subperiodo_2","pv_subperiodo_3","pv_total","ct_subperiodo_1","ct_subperiodo_2","ct_subperiodo_3","ct_total","dm_subperiodo_1","dm_subperiodo_2","dm_subperiodo_3","dm_total","idx_exposicion","alta_exposicion","anio","mesas_total_2v2026","mesas_escrutadas_2v2026","censo_2v2026","votantes_2v2026","votos_validos_2v2026","votos_nulos_2v2026","votos_no_marcados_2v2026","votos_blanco_2v2026","votos_2v2026_abelardo_de_la_espriella","votos_2v2026_ivan_cepeda_castro","tipologia_d2"
"15837","Tuta","Boyacá","TUTA","BOYACA","TUTA",8597,8597,2069,5128,1754,4787,0,186,173,144,0.759334651622659,0.403512853320926,0.240665348377341,0.596487146679074,2.47849202513291,0.355821798301733,"Alianza por Colombia",1066,784,0.0614512965787753,0.149685494332782,6.68067406569666,4589,0.894586589224936,0.810599314622963,0.413011610499463,0.104276063716826,"Low-Low","No significativo","Democracia competitiva",4713,"Partido_121",2151,1027,65,0.286932519444459,0.238489284956503,542,725,12042,5268,"Rodolfo Hernández",3101,1589,0.443003674281013,0.287015945330296,1589,351,3101,168,4,21,0,34,0,0,8,0,21,21,4478,4336,72,60,10,1579,989,1477,155,117,7,6,6,4478,"Iván Duque",0.302681159451124,21,21,4697,4441,164,81,11,2392,2049,4441,"Iván Duque",0.077234857014186,0,0,0,0,0,0,0,0,0,0,1,1,0,FALSE,2026,25,25,8624,6370,6300,59,11,102,3639,2559,"periferico"
"17013","Aguadas","Caldas","AGUADAS","CALDAS","AGUADAS",19292,19292,2851,9074,2436,8011,0,296,137,465,0.8522185361808,0.529649595687331,0.1477814638192,0.470350404312668,3.18274289722904,0.322568940493469,"Centro Democrático",1955,1447,0.065854290899663,0.159885702562487,6.25446793536264,7714,0.853636816716004,0.735707266114674,0.584061042960114,0.145604070087095,"No significativo","No significativo","Democracia competitiva",7761,"Partido Liberal Colombiano",1756,1462,67,0.159462582056806,0.0378817162736761,298,530,19629,10485,"Federico Gutiérrez",4530,4088,0.354492320364105,0.0421554601812113,1217,4530,4088,497,16,39,5,93,0,0,17,2,54,54,10029,9680,94,180,75,6766,243,2079,280,256,14,20,22,10029,"Iván Duque",0.536857817942763,54,54,10512,9944,345,186,37,8896,1048,9944,"Iván Duque",0.789219629927595,0,0,0,0,0,0,0,0,0,0,1,1,0,FALSE,2026,59,59,18959,12016,11831,150,35,182,9417,2232,"periferico"
"15832","Tununguá","Boyacá","TUNUNGUA","BOYACA","TUNUNGUA",1596,1596,310,760,240,715,0,13,22,13,0.805764411027569,0.523809523809524,0.194235588972431,0.476190476190476,2.45161290322581,0.281954887218045,"Alianza por Colombia",273,160,0.160968660968661,0.232672624410516,4.2978842162181,702,0.845628913148482,0.609034460151872,0.553769488429886,0.153018865134472,"No significativo","No significativo","Periferia democrática",693,"Partido_5",294,127,65,0.249318582651916,0.240981240981241,22,60,1953,923,"Rodolfo Hernández",578,220,0.459682673086607,0.387865655471289,220,93,578,11,0,1,1,19,0,0,0,0,4,4,717,690,12,9,6,356,184,68,51,20,1,6,4,717,"Iván Duque",0.353432052089897,4,4,804,780,17,5,2,545,235,780,"Iván Duque",0.397435897435897,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,5,5,1578,1069,1062,7,0,8,775,279,"periferico"
"17662","Samaná","Caldas","SAMANA","CALDAS","SAMANA",16905,16905,2281,9208,1921,8443,0,132,107,310,0.865069506063295,0.455309080153801,0.134930493936705,0.544690919846199,4.03682595352915,0.409760425909494,"Alianza por Colombia",3456,2739,0.086271206834316,0.293191562556222,3.41073935171051,8311,0.764165839225471,0.628250902731818,0.519124192461891,0.241937009076028,"No significativo","No significativo","Periferia democrática",8491,"Partido_7",2203,1956,67,0.181851564836585,0.0290896243080909,216,575,15282,7860,"Rodolfo Hernández",4331,1937,0.394607507979981,0.304580152671756,1354,1937,4331,187,11,15,2,23,0,0,0,0,47,47,8613,8335,98,103,77,5970,467,990,737,99,13,44,15,8613,"Iván Duque",0.538261441892785,47,47,8930,8537,220,132,41,7458,1079,8537,"Iván Duque",0.747217992268947,0,0,0,0,0,0,0,0,0,1,0,1,0,FALSE,2026,54,54,16703,9770,9593,143,34,160,7278,2155,"periferico"
"17495","Norcasia","Caldas","NORCASIA","CALDAS","NORCASIA",6868,6868,667,2954,551,2719,0,67,46,127,0.902882935352359,0.569889341875364,0.0971170646476412,0.430110658124636,4.4287856071964,0.332993593476995,"Partido Liberal Colombiano",986,693,0.110524330441343,0.231075837235573,4.32758358452051,2651,0.755871885334918,0.611709358077621,0.649791393042165,0.245288292629002,"No significativo","No significativo","Periferia democrática",2612,"Partido Liberal Colombiano",1187,378,67,0.266605242853692,0.309724349157734,132,165,4068,3075,"Rodolfo Hernández",1761,753,0.410581743671095,0.327804878048781,753,458,1761,60,2,18,1,22,0,0,0,1,16,16,2797,2619,83,64,31,1403,238,619,213,106,8,10,22,2797,"Iván Duque",0.359432152124728,16,16,2779,2529,147,90,13,1945,584,2529,"Iván Duque",0.538157374456307,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,21,21,6716,3487,3415,67,5,81,2112,1222,"periferico"
"27413","Lloró","Chocó","LLORO","CHOCO","LLORO",9275,9275,988,5250,633,4753,0,41,119,323,0.893477088948787,0.433962264150943,0.106522911051213,0.566037735849057,5.31376518218624,0.459514824797844,"Partido Conservador Colombiano",1534,1097,0.0934559452523524,0.219589173114116,4.55395858465353,4676,0.71747153360463,0.686817503715321,0.513595824138896,0.283888621826211,"No significativo","No significativo","Dominio partidista",4653,"Partido Liberal Colombiano",2061,1453,64,0.323054913188938,0.130668385987535,242,1035,2745,3247,"Gustavo Petro",2107,725,0.478366944389405,0.425623652602402,2107,725,258,104,8,18,3,24,0,0,8,0,28,28,3255,3057,30,107,61,1147,801,57,914,111,2,11,14,3255,"Iván Duque",0.300526288812636,28,28,3074,2956,49,54,15,1673,1283,2956,"Iván Duque",0.131935047361299,0,0,0,0,0,0,0,0,0,1,0,1,0,FALSE,2026,31,31,9374,4566,4450,100,16,32,983,3435,"conflicto_activo"
"15466","Monguí","Boyacá","MONGUI","BOYACA","MONGUI",4026,4026,900,2113,753,2007,0,45,87,77,0.77645305514158,0.475161450571287,0.22354694485842,0.524838549428713,2.34777777777778,0.301291604570293,"Alianza por Colombia",611,381,0.117287098419174,0.190838380547135,5.24003608253744,1961,0.874763662598094,0.69098372346174,0.491255619703981,0.123657221312948,"No significativo","No significativo","Democracia competitiva",1944,"Partido_121",584,405,65,0.196243268302596,0.0920781893004115,164,135,5796,2454,"Rodolfo Hernández",1441,658,0.428950222812048,0.319070904645477,658,259,1441,81,1,6,0,8,0,0,0,0,10,10,2047,1985,33,27,2,926,440,527,59,25,1,3,4,2047,"Iván Duque",0.338289310889607,10,10,2282,2199,56,24,3,1423,776,2199,"Iván Duque",0.294224647567076,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,12,12,4026,3027,3001,22,4,41,1998,962,"periferico"
"15533","Paya","Boyacá","PAYA","BOYACA","PAYA",1749,1749,255,993,216,960,0,5,11,11,0.854202401372213,0.432246998284734,0.145797598627787,0.567753001715266,3.89411764705882,0.421955403087479,"Alianza por Colombia",709,92,0.646073298429319,0.568983306378663,1.75752080735826,955,0.545053263236086,0.330669629400009,0.491096055478254,0.448495643673791,"No significativo","No significativo","Captura territorial",946,"Partido_5",704,94,65,0.569342821002195,0.644820295983087,28,25,1773,907,"Rodolfo Hernández",682,108,0.587717240281092,0.632855567805954,108,78,682,23,7,5,1,3,0,0,12,0,6,6,901,861,20,10,10,563,127,113,21,13,5,11,8,901,"Iván Duque",0.467627384088674,6,6,963,922,25,11,5,722,200,922,"Iván Duque",0.566160520607375,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,6,6,1763,1202,1193,6,3,12,1007,174,"control_armado"
"15681","San Pablo De Borbur","Boyacá","SAN PABLO DE BORBUR","BOYACA","SAN PABLO DE BORBUR",6103,6103,1519,3099,1328,2760,0,58,60,142,0.751106013436015,0.492216942487301,0.248893986563985,0.507783057512699,2.04015799868334,0.258889070948714,"Centro Democrático",941,393,0.202812731310141,0.190874320143371,5.23904943969872,2702,0.868717786799221,0.648340323083598,0.494266096149952,0.125284805644081,"No significativo","No significativo","Democracia competitiva",2803,"Centro Democratico",1167,700,65,0.258864508479206,0.166607206564395,76,380,10926,2957,"Rodolfo Hernández",2222,331,0.589343777551511,0.639499492729117,322,331,2222,36,1,9,1,35,0,0,0,0,18,18,3238,3126,55,43,14,2535,269,210,64,18,7,5,18,3238,"Iván Duque",0.670030503866402,18,18,3256,3147,66,37,6,2735,412,3147,"Iván Duque",0.738163330155704,1,0,0,1,0,0,0,0,0,0,0,0,1,FALSE,2026,20,20,6064,3928,3907,21,0,38,3257,612,"periferico"
"05055","Argelia","Antioquia","ARGELIA","ANTIOQUIA","ARGELIA",6990,6990,935,2529,810,2240,0,28,13,83,0.86623748211731,0.638197424892704,0.13376251788269,0.361802575107296,2.7048128342246,0.228040057224607,"Centro Democrático",1101,309,0.358208955223881,0.291746522107607,3.42763297665349,2211,0.763889715776848,0.439006123695624,0.696277079745363,0.228072100123495,"No significativo","No significativo","Periferia democrática",2315,"Centro Democratico",1214,339,67,0.323304022503254,0.377969762419006,46,145,6822,2935,"Federico Gutiérrez",1824,789,0.46485168427804,0.352640545144804,219,1824,789,82,3,11,3,4,0,0,22,2,21,21,2977,2904,28,26,19,2580,93,134,57,22,2,9,7,2977,"Iván Duque",0.792920280946201,21,21,3334,3258,54,14,8,3124,134,3258,"Iván Duque",0.917740945365255,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,23,23,6827,3518,3493,18,7,43,3006,444,"periferico"
"05856","Valparaiso","Antioquia","VALPARAISO","ANTIOQUIA","VALPARAISO",5781,5781,898,2518,827,2316,0,67,33,76,0.844663553018509,0.564435218820273,0.155336446981491,0.435564781179727,2.80400890868597,0.280228334198236,"Partido Conservador Colombiano",789,659,0.0606626224918339,0.255712583852319,3.9106405517279,2143,0.846303243514257,0.615499077997935,0.613628244783689,0.158897266599555,"No significativo","No significativo","Periferia democrática",2246,"Partido Conservador Colombiano",800,759,67,0.26262380771515,0.0182546749777382,42,80,7110,2774,"Federico Gutiérrez",1348,679,0.350887762512027,0.241167988464311,644,1348,679,84,0,11,1,7,2,0,0,0,17,17,2705,2615,37,40,13,1311,244,655,230,73,92,5,5,2705,"Iván Duque",0.331308343905034,17,17,2775,2571,133,58,13,2049,522,2571,"Iván Duque",0.593932322053676,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,17,17,5677,3470,3429,32,9,58,2273,1098,"conflicto_activo"
"15759","Sogamoso","Boyacá","SOGAMOSO","BOYACA","SOGAMOSO",101449,101449,29175,56269,25802,53833,0,2865,2319,1639,0.712417076560636,0.445346923084506,0.287582923439364,0.554653076915494,1.92867180805484,0.267070153476131,"Pacto Histórico",13957,8195,0.113320353216512,0.157563693808948,6.34663973549984,50847,0.907559753444568,0.756072228132919,0.428491565788854,0.0890899239772087,"Low-Low","No significativo","Democracia competitiva",51445,"Partido_87",13163,9700,65,0.160697272481613,0.0673146078336087,7228,10995,179901,64715,"Gustavo Petro",27029,26279,0.354530026934076,0.0115892760565557,27029,7257,26279,3229,33,139,29,720,1,0,32,6,236,236,60317,58513,1020,688,96,16849,15669,20877,3060,1236,506,99,217,60317,"Sergio Fajardo",0.285125269421883,236,236,59913,56238,2655,968,52,25838,30400,56238,"Gustavo Petro",0.0811195277214695,0,0,0,0,0,0,0,0,0,2,1,3,0,FALSE,2026,286,286,101453,75552,74725,780,47,1358,38009,35358,"periferico"
"17380","La Dorada","Caldas","LA DORADA","CALDAS","LA DORADA",58225,58225,8488,28705,6700,25956,0,1023,1027,1596,0.854220695577501,0.506998711893517,0.145779304422499,0.493001288106483,3.38183317624882,0.347221983683985,"Partido Liberal Colombiano",6596,4338,0.0906063159584286,0.156942219666061,6.37177173948339,24921,0.837715863399657,0.740466031203653,0.563259871362767,0.160070887768715,"No significativo","No significativo","Democracia competitiva",24828,"Partido Liberal Colombiano",7871,5916,67,0.19583658398848,0.078741743193169,1204,2800,49842,28674,"Rodolfo Hernández",12860,7279,0.330244808248661,0.194636255841529,7279,7240,12860,723,28,62,15,467,2,0,58,9,148,148,28888,27285,546,947,110,13526,3555,5876,3455,599,66,67,141,28888,"Iván Duque",0.325651636837945,148,148,28452,26400,1110,894,48,19211,7189,26400,"Iván Duque",0.455378787878788,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,170,170,57276,33410,32701,655,54,460,17285,14956,"corredor"
"15632","Saboyá","Boyacá","SABOYA","BOYACA","SABOYA",10709,10709,1453,5071,1248,4670,0,134,110,219,0.864319731067327,0.526473060042955,0.135680268932673,0.473526939957045,3.49002064693737,0.337846671024372,"Partido Conservador Colombiano",1252,930,0.0709876543209877,0.167097377359723,5.9845343822915,4536,0.834119598477561,0.722540170183856,0.58741731315601,0.16528427967396,"No significativo","No significativo","Democracia competitiva",4569,"Partido_121",1266,1244,65,0.192554178024935,0.00481505799956227,270,360,9369,5766,"Rodolfo Hernández",3395,1623,0.436483186509986,0.307318765175165,1623,581,3395,113,6,12,5,31,0,0,0,0,30,30,5212,4979,89,121,23,2569,1277,712,270,123,5,9,14,5212,"Iván Duque",0.356013836139502,30,30,5706,5459,119,108,20,3449,2010,5459,"Iván Duque",0.263601392196373,0,0,0,0,0,0,0,0,0,2,2,4,0,FALSE,2026,35,35,10514,7483,7387,89,7,120,5118,2149,"periferico"
"05034","Andes","Antioquia","ANDES","ANTIOQUIA","ANDES",36920,36920,7049,14117,6344,13038,0,322,249,526,0.809073672806067,0.617632719393283,0.190926327193933,0.382367280606717,2.00269541778976,0.191440953412784,"Partido de la U",4478,2695,0.140283241542093,0.219636916482868,4.55296867217676,12710,0.8782925069123,0.589499353689452,0.646088659047795,0.120650196838718,"No significativo","No significativo","Periferia democrática",12188,"Centro Democratico",5881,1824,67,0.280735709418002,0.332868395142763,350,1050,53631,16025,"Federico Gutiérrez",9330,3512,0.41127901071113,0.363057722308892,2400,9330,3512,686,4,33,21,39,0,0,10,1,88,88,15501,15066,197,175,63,9733,721,2848,1564,129,17,35,19,15501,"Iván Duque",0.466228417080867,88,88,17010,16293,503,183,31,14272,2021,16293,"Iván Duque",0.751918001595777,2,4,3,9,1,3,2,6,0,0,0,0,15,TRUE,2026,111,111,36323,19847,19670,136,41,323,15574,3773,"conflicto_activo"
"15464","Mongua","Boyacá","MONGUA","BOYACA","MONGUA",4176,4176,1186,2260,1051,2150,0,30,67,55,0.715996168582375,0.458812260536398,0.284003831417625,0.541187739463602,1.90556492411467,0.257183908045977,"Centro Democrático",861,545,0.149126946672959,0.253473093726483,3.94519191484314,2119,0.871032278669322,0.625310502208206,0.443388503598399,0.129462911670257,"No significativo","No significativo","Democracia competitiva",2144,"Centro Democratico",566,415,65,0.170789012029405,0.0704291044776119,110,110,8766,2730,"Rodolfo Hernández",1961,366,0.54996175985187,0.584249084249084,341,366,1961,55,1,5,0,1,0,0,0,0,11,11,2530,2491,16,14,9,1972,225,232,40,13,2,3,4,2530,"Iván Duque",0.643831563197966,11,11,2697,2632,42,19,4,2257,375,2632,"Iván Duque",0.715045592705167,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,13,13,4098,3160,3149,7,4,18,2657,474,"conflicto_activo"
"25572","Puerto Salgar","Cundinamarca","PUERTO SALGAR","CUNDINAMARCA","PUERTO SALGAR",13515,13515,1930,6219,1519,5768,0,145,210,250,0.857195708472068,0.53984461709212,0.142804291527932,0.46015538290788,3.22227979274611,0.317351091379948,"Partido Liberal Colombiano",1518,1113,0.0721410758817243,0.16170354560441,6.18415629825701,5614,0.849407315942184,0.725555370275791,0.596543305452792,0.149616600097858,"No significativo","No significativo","Democracia competitiva",5499,"Partido Conservador Colombiano",1436,1123,68,0.172487212788544,0.0569194398981633,258,555,11511,6693,"Rodolfo Hernández",3176,1810,0.348155779739505,0.204093829373973,1810,1487,3176,116,3,9,1,91,3,0,4,1,35,35,6417,6060,129,205,23,3386,963,1066,520,86,11,18,10,6417,"Iván Duque",0.375969158797068,35,35,6348,5923,254,162,9,4286,1637,5923,"Iván Duque",0.447239574539929,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,40,40,13344,7970,7857,103,10,94,4421,3342,"corredor"
"15696","Santa Sofía","Boyacá","SANTA SOFIA","BOYACA","SANTA SOFIA",3290,3290,828,1681,700,1607,0,34,61,39,0.748328267477204,0.489057750759878,0.251671732522796,0.510942249240122,2.03019323671498,0.259270516717325,"Alianza por Colombia",867,340,0.335028607755881,0.360889356265881,2.770932372035,1573,0.784582966019487,0.481706254192065,0.489742462980616,0.212683422991966,"No significativo","No significativo","Periferia democrática",1528,"Partido_5",870,178,65,0.355835057975384,0.452879581151832,104,170,5526,1841,"Rodolfo Hernández",1306,235,0.536141736256156,0.581749049429658,230,235,1306,57,0,2,0,11,0,0,0,0,8,8,1732,1679,29,19,5,1091,148,352,75,5,0,3,5,1732,"Iván Duque",0.475967891208393,8,8,1805,1728,49,22,6,1393,335,1728,"Iván Duque",0.612268518518518,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,10,10,3273,2324,2301,20,3,27,1875,399,"corredor"
"15820","Tópaga","Boyacá","TOPAGA","BOYACA","TOPAGA",3513,3513,910,1998,818,1904,0,58,44,53,0.740962140620552,0.431255337318531,0.259037859379448,0.568744662681469,2.1956043956044,0.309706803302021,"Partido Conservador Colombiano",484,402,0.0444203683640303,0.171565940354184,5.82866271671159,1846,0.907265462636093,0.76675962508602,0.430039274787535,0.0937769502219122,"Low-Low","Low-Low","Democracia competitiva",1812,"Partido_121",693,324,65,0.216725387288082,0.20364238410596,138,165,6444,2203,"Rodolfo Hernández",1284,505,0.414920313549241,0.353608715388107,505,326,1284,58,2,12,1,15,0,0,2,0,9,9,1978,1919,24,30,5,917,417,438,114,24,4,0,5,1978,"Iván Duque",0.331350655155475,9,9,2002,1900,65,33,4,1226,674,1900,"Iván Duque",0.290526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,11,11,3476,2640,2614,21,5,45,1853,716,"periferico"
"05091","Betania","Antioquia","BETANIA","ANTIOQUIA","BETANIA",8596,8596,1259,3533,1091,3272,0,42,46,116,0.853536528617962,0.588994881340158,0.146463471382038,0.411005118659842,2.80619539316918,0.264541647277804,"Partido Liberal Colombiano",1806,415,0.430650154798762,0.354849945844396,2.81809258169792,3230,0.721134768897293,0.401941447550225,0.642043585124223,0.270830693984482,"No significativo","High-High","Periferia democrática",3104,"Partido Liberal Colombiano",1812,471,67,0.377297085901796,0.432023195876289,56,125,9342,3228,"Federico Gutiérrez",1926,834,0.435777636510766,0.338289962825279,354,1926,834,102,1,3,3,5,0,0,6,0,23,23,3048,2971,30,22,25,2228,95,440,129,56,3,13,7,3048,"Iván Duque",0.58759458791656,23,23,3553,3448,64,28,13,3161,287,3448,"Iván Duque",0.833526682134571,1,0,0,1,1,0,0,1,0,0,0,0,2,FALSE,2026,25,25,8406,4217,4186,17,14,67,3415,704,"periferico"
"15293","Gachantivá","Boyacá","GACHANTIVA","BOYACA","GACHANTIVA",3056,3056,557,1320,452,1235,0,20,57,56,0.817735602094241,0.568062827225131,0.182264397905759,0.431937172774869,2.36983842010772,0.24967277486911,"Alianza por Colombia",396,249,0.120987654320988,0.202181239309726,4.94605732665472,1215,0.869286776040576,0.636550323122637,0.602838423924052,0.129616511119801,"No significativo","No significativo","Periferia democrática",1229,"Partido_5",388,253,65,0.196485000076137,0.109845402766477,74,205,3366,1787,"Rodolfo Hernández",1229,373,0.522821196047184,0.479015109121433,373,138,1229,29,2,7,2,7,0,0,0,0,8,8,1723,1648,22,42,11,914,318,323,51,24,6,8,4,1723,"Iván Duque",0.384441423555472,8,8,1760,1679,34,45,2,1132,547,1679,"Iván Duque",0.348421679571173,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,9,9,3010,2095,2076,13,6,27,1568,481,"corredor"
"15204","Cómbita","Boyacá","COMBITA","BOYACA","COMBITA",10139,10139,2447,5564,2059,5185,0,228,218,179,0.758654699674524,0.451227931748693,0.241345300325476,0.548772068251307,2.27380465876584,0.307426767925831,"Alianza por Colombia",1744,814,0.189216683621567,0.198142750253806,5.04686645723386,4915,0.857869638340352,0.662526375139454,0.458707731243411,0.137267353205964,"No significativo","No significativo","Democracia competitiva",5316,"Partido Liberal Colombiano",2610,1144,65,0.307250822509499,0.275771256583898,764,985,13320,5726,"Rodolfo Hernández",3222,1844,0.426446871932099,0.240656653859588,1844,401,3222,194,4,24,1,36,0,0,28,1,26,26,4748,4567,88,85,8,1216,1235,1541,229,127,130,80,9,4748,"Sergio Fajardo",0.261470256558687,26,26,5024,4728,194,93,9,2124,2604,4728,"Gustavo Petro",0.101522842639594,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,30,30,10018,7023,6929,88,6,118,3938,2873,"periferico"
"05789","Támesis","Antioquia","TAMESIS","ANTIOQUIA","TAMESIS",15347,15347,3389,7148,2889,6531,0,152,165,203,0.779175083078126,0.534241219782368,0.220824916921874,0.465758780217632,2.10917674830333,0.244933863295758,"Centro Democrático",2410,2033,0.0596330275229358,0.271778269664062,3.6794700372332,6322,0.878089463690589,0.618120201815971,0.549727030574465,0.128118424555352,"No significativo","No significativo","Periferia democrática",6402,"Centro Democratico",2514,1795,67,0.261225673287626,0.112308653545767,216,630,23895,7642,"Federico Gutiérrez",3905,1763,0.354405854065752,0.280293116985082,1472,3905,1763,413,7,30,10,42,0,0,8,1,40,40,7449,7157,149,104,39,4451,450,1901,227,88,8,21,11,7449,"Iván Duque",0.462442639387901,40,40,7714,7249,335,107,23,6059,1190,7249,"Iván Duque",0.671678852255484,1,1,1,3,1,1,1,3,0,0,0,0,6,TRUE,2026,45,45,15149,9377,9266,76,35,170,6343,2753,"conflicto_activo"
"15491","Nobsa","Boyacá","NOBSA","BOYACA","NOBSA",13741,13741,3608,8464,3097,8058,0,334,322,234,0.737428134779128,0.384033185357689,0.262571865220872,0.615966814642311,2.34589800443459,0.353394949421439,"Pacto Histórico",2468,1684,0.10179174240457,0.184291298546796,5.42619216363096,7702,0.880810461563357,0.744592075217115,0.382582493370151,0.118022465738954,"Low-Low","Low-Low","Democracia competitiva",8386,"Partido_5",2900,1910,65,0.225528203371672,0.11805389935607,908,1825,20502,9209,"Gustavo Petro",4869,3172,0.404935549070115,0.184276251493105,4869,608,3172,439,6,16,2,97,0,0,2,0,33,33,8606,8401,117,83,5,1400,3668,2399,715,177,8,6,28,8606,"Gustavo Petro",0.307647820421898,33,33,8542,8182,282,74,4,2352,5830,8182,"Gustavo Petro",0.425079442679052,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,40,40,13741,10822,10750,69,3,125,3984,6641,"periferico"
"15806","Tibasosa","Boyacá","TIBASOSA","BOYACA","TIBASOSA",10294,10294,2653,5681,2284,5309,0,234,211,190,0.74227705459491,0.448125121429959,0.25772294540509,0.551874878570041,2.14134941575575,0.29415193316495,"Pacto Histórico",1330,760,0.112448214637996,0.151097066051714,6.6182621948314,5069,0.89859733325402,0.767723881940949,0.447020696682778,0.0977133591029613,"Low-Low","Low-Low","Democracia competitiva",5289,"Partido_121",1887,1179,65,0.217229679452937,0.133862733976177,720,880,15732,6162,"Rodolfo Hernández",2685,2405,0.357617928396773,0.0454397922752353,2405,700,2685,305,1,16,2,48,0,0,8,0,23,23,5597,5426,80,83,8,1648,1559,1608,433,97,13,38,30,5597,"Iván Duque",0.269391758755573,23,23,5425,5097,237,86,5,2360,2737,5097,"Gustavo Petro",0.0739650774965666,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,30,30,10335,7661,7574,82,5,103,3795,3676,"periferico"
"05390","La Pintada","Antioquia","LA PINTADA","ANTIOQUIA","LA PINTADA",7577,7577,923,3524,831,3170,0,119,33,130,0.878183977827636,0.534908275042893,0.121816022172364,0.465091724957107,3.81798483206934,0.343275702784743,"Partido Liberal Colombiano",1007,728,0.0914754098360656,0.21543434560602,4.64178539957028,3050,0.797341504548396,0.648848463156672,0.602917525930315,0.20387425473107,"No significativo","No significativo","Periferia democrática",3067,"Partido Liberal Colombiano",1015,932,67,0.229432575746381,0.0270622758395827,30,145,7083,3656,"Federico Gutiérrez",1552,1312,0.3431408577489,0.0656455142231947,672,1552,1312,48,0,34,0,38,0,0,0,0,19,19,3451,3307,69,54,21,2245,199,551,221,67,13,7,4,3451,"Iván Duque",0.497119441958573,19,19,3587,3419,108,47,13,2857,562,3419,"Iván Duque",0.671248903188067,1,0,0,1,0,0,0,0,0,0,1,1,1,FALSE,2026,22,22,7480,4330,4274,43,13,55,2715,1504,"conflicto_activo"
"15531","Pauna","Boyacá","PAUNA","BOYACA","PAUNA",7067,7067,1697,3292,1479,2992,0,61,74,124,0.75986981746144,0.534172916371869,0.24013018253856,0.465827083628131,1.93989393046553,0.225696901089571,"Centro Democrático",937,531,0.138566552901024,0.180019336276485,5.55495882100207,2930,0.893780968186428,0.671610518772167,0.539415289330457,0.102897520875986,"No significativo","No significativo","Democracia competitiva",3065,"Centro Democratico",1166,704,65,0.228603104566901,0.150734094616639,188,330,11871,3748,"Rodolfo Hernández",2580,732,0.520658331900101,0.493062966915688,732,344,2580,50,5,9,0,28,0,0,0,0,19,19,3415,3287,38,62,28,2153,662,300,127,23,6,10,6,3415,"Iván Duque",0.479477052292457,19,19,3580,3483,57,33,7,2614,869,3483,"Iván Duque",0.501004880849842,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,22,22,6873,4441,4397,29,15,28,3324,1045,"periferico"
