"cod_dane","municipio","departamento","municipio_std","departamento_std","nombre_municipio","cn_censo_electoral","se_censo_electoral","cn_votantes","se_votantes","cn_votos_validos","se_votos_validos","cn_votos_blancos","se_votos_blancos","cn_votos_nulos","se_votos_nulos","cn_abstencion","se_abstencion","cn_participacion","se_participacion","se_cn_ratio","se_cn_brecha","se_partido_ganador","se_votos_ganador","se_votos_segundo","se_margen","se_HHI","se_ENP","se_total_votos","se_indice_autonomia","se_indice_competencia","se_indice_periferia","se_indice_captura","se_lisa_captura","se_lisa_periferia","se_cluster_tipo","ca_votos_totales","ca_partido_ganador","ca_votos_ganador","ca_votos_segundo","ca_n_partidos","ca_HHI","ca_margen","cn_coalicion","cn_fvida","cn_gran","p22_votos_totales","p22_ganador","p22_votos_ganador","p22_votos_segundo","p22_HHI","p22_margen","p22_petro","p22_fico","p22_rodolfo","p22_fajardo","p22_betancourt","p22_gomez","p22_perez","p22_milton","fiscal_multas","fiscal_responsabilidades","fiscal_disciplinares","fiscal_penales","p18_mesas","p18_total_mesas","p18_votantes","p18_votos_validos","p18_votos_blancos","p18_votos_nulos","p18_votos_no_marcados","p18_duque","p18_petro","p18_fajardo","p18_vargas","p18_delacalle","p18_blanco","p18_morales","p18_trujillo","p18_votos_totales","p18_ganador","p18_HHI","s18_mesas","s18_total_mesas","s18_votantes","s18_votos_validos","s18_votos_blancos","s18_votos_nulos","s18_votos_no_marcados","s18_duque","s18_petro","s18_votos_totales","s18_ganador","s18_margen","pv_subperiodo_1","pv_subperiodo_2","pv_subperiodo_3","pv_total","ct_subperiodo_1","ct_subperiodo_2","ct_subperiodo_3","ct_total","dm_subperiodo_1","dm_subperiodo_2","dm_subperiodo_3","dm_total","idx_exposicion","alta_exposicion","anio","mesas_total_2v2026","mesas_escrutadas_2v2026","censo_2v2026","votantes_2v2026","votos_validos_2v2026","votos_nulos_2v2026","votos_no_marcados_2v2026","votos_blanco_2v2026","votos_2v2026_abelardo_de_la_espriella","votos_2v2026_ivan_cepeda_castro","tipologia_d2"
"76041","Ansermanuevo","Valle del Cauca","ANSERMANUEVO","VALLE DEL CAUCA","ANSERMANUEVO",19000,19000,2011,7594,1636,7109,0,139,150,237,0.894157894736842,0.600315789473684,0.105842105263158,0.399684210526316,3.77623073097961,0.293842105263158,"Partido de la U",2939,1103,0.264058679706601,0.233011424387976,4.29163506736455,6953,0.749702508923307,0.53366871681276,0.674529919587135,0.243637142995416,"No significativo","No significativo","Periferia democrática",6752,"Partido de la U",2463,1099,70,0.192884879817951,0.202014218009479,214,765,12384,8076,"Rodolfo Hernández",3445,2425,0.33129858346697,0.12630014858841,1957,2425,3445,163,5,18,16,47,0,0,6,0,61,61,8379,8071,117,128,63,5113,672,1550,582,54,19,17,64,8379,"Iván Duque",0.450451474977196,61,61,8293,7860,251,127,55,6521,1339,7860,"Iván Duque",0.659287531806616,0,1,0,1,0,1,0,1,0,0,0,0,2,FALSE,2026,64,64,18690,9524,9402,98,24,152,5740,3510,"periferico"
"25269","Facatativá","Cundinamarca","FACATATIVA","CUNDINAMARCA","FACATATIVA",104175,104175,27814,59331,23717,55063,0,4044,3115,3284,0.733006959443245,0.430467962562995,0.266993040556755,0.569532037437005,2.13313439275185,0.30253899688025,"Pacto Histórico",18027,10588,0.146247001926631,0.200746553358783,4.98140557468379,50866,0.875548128708629,0.68609455311916,0.425057237614764,0.121964411171284,"Low-Low","No significativo","Democracia competitiva",48859,"Partido_91",17897,6179,68,0.185792363239178,0.239832988804519,6682,8145,168723,64681,"Gustavo Petro",27105,26761,0.360594020502274,0.00531840880629551,27105,7115,26761,2492,82,123,53,950,3,1,103,1,234,234,63955,60398,1546,1949,62,20540,13390,21579,3040,1285,172,137,255,63955,"Sergio Fajardo",0.295459887155963,234,234,61881,55934,3672,2229,46,29167,26767,55934,"Iván Duque",0.0429077126613509,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,306,306,104308,77489,75988,1455,46,1427,30648,43913,"periferico"
"50568","Puerto Gaitán","Meta","PUERTO GAITAN","META","PUERTO GAITAN",56342,56342,12839,29446,9428,26283,0,2247,1923,1775,0.772123815271023,0.47737034539065,0.227876184728977,0.52262965460935,2.29348080068541,0.294753469880373,"Pacto Histórico",6407,3596,0.120643776824034,0.157532568291919,6.34789371393303,23300,0.886622517185257,0.739517800383525,0.491090114602202,0.109646797620228,"No significativo","No significativo","Democracia competitiva",23291,"Partido_113",7725,6011,66,0.215870532918257,0.0735906573354515,2400,8465,58815,23967,"Rodolfo Hernández",13758,8258,0.450986601827927,0.229482204698127,8258,1169,13758,198,30,151,19,384,4,0,20,0,79,79,15663,14417,462,682,102,6665,4193,2298,972,135,38,61,55,15663,"Iván Duque",0.328381378158927,79,79,14626,13549,521,526,30,7802,5747,13549,"Iván Duque",0.151671710089305,0,0,1,1,0,0,0,0,0,1,3,4,1,FALSE,2026,174,174,57552,35756,34809,881,66,547,15843,18419,"conflicto_activo"
"25799","Tenjo","Cundinamarca","TENJO","CUNDINAMARCA","TENJO",19154,19154,5148,11174,4701,10562,0,665,340,432,0.731231074449201,0.416623159653336,0.268768925550799,0.583376840346664,2.17055167055167,0.314607914795865,"Pacto Histórico",2145,1967,0.0180490772662746,0.148366397679171,6.7400706335299,9862,0.922278278047653,0.825710943120501,0.410751030012013,0.0787492927084263,"Low-Low","Low-Low","Democracia competitiva",9335,"Partido_91",2163,1759,68,0.14171693458596,0.0432779860739154,1282,1080,34596,12081,"Rodolfo Hernández",6300,3249,0.368948996365968,0.252545319096101,3249,1778,6300,661,7,16,9,61,0,0,18,2,41,41,11035,10532,294,194,15,4585,1362,3669,646,212,19,23,16,11035,"Iván Duque",0.331778504343697,41,41,10811,9925,647,234,5,6549,3376,9925,"Iván Duque",0.319697732997481,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,56,56,19593,15335,15065,248,22,381,8527,6157,"periferico"
"73461","Murillo","Tolima","MURILLO","TOLIMA","MURILLO",3871,3871,535,1363,439,1219,0,42,42,61,0.86179281839318,0.647894600878326,0.13820718160682,0.352105399121674,2.54766355140187,0.213898217514854,"Partido Conservador Colombiano",607,198,0.34749362786746,0.319781799124973,3.12713232190301,1177,0.766541456782499,0.425528088381075,0.703278381083031,0.227639238573043,"No significativo","No significativo","Periferia democrática",1116,"Partido Conservador Colombiano",523,272,65,0.314458318880795,0.224910394265233,26,110,3636,1477,"Rodolfo Hernández",565,466,0.321571246588975,0.0670277589708869,466,405,565,33,2,3,0,3,0,0,0,0,11,11,1511,1427,40,38,6,839,214,114,224,22,8,3,3,1511,"Iván Duque",0.399439874401435,11,11,1771,1679,47,41,4,1258,421,1679,"Iván Duque",0.498511018463371,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,12,12,3744,1901,1881,17,3,19,1153,709,"conflicto_activo"
"25322","Guasca","Cundinamarca","GUASCA","CUNDINAMARCA","GUASCA",12364,12364,3371,6207,2940,5738,0,437,270,283,0.727353607246846,0.49797800064704,0.272646392753154,0.50202199935296,1.8412933847523,0.229375606599806,"Pacto Histórico",1222,1134,0.0166037735849057,0.149122961908152,6.70587538769461,5300,0.939624218488438,0.790229160917702,0.487220933068956,0.061522986743828,"No significativo","No significativo","Democracia competitiva",5226,"Partido_91",1272,1127,68,0.151409779680596,0.0277458859548412,880,810,21042,7708,"Rodolfo Hernández",4407,2172,0.417898871874806,0.28995848469123,2172,779,4407,285,11,16,6,32,0,0,0,0,29,29,7223,6747,290,163,23,3132,1043,2077,330,125,14,18,8,7223,"Iván Duque",0.336894511839317,29,29,7139,6539,436,151,13,4155,2384,6539,"Iván Duque",0.270836519345466,0,0,0,0,0,0,0,0,0,1,0,1,0,FALSE,2026,37,37,12564,9289,9082,197,10,222,5022,3838,"periferico"
"15236","Chivor","Boyacá","CHIVOR","BOYACA","CHIVOR",1851,1851,548,811,480,734,0,14,25,27,0.703943814154511,0.561858454889249,0.296056185845489,0.438141545110751,1.47992700729927,0.142085359265262,"Centro Democrático",264,180,0.116666666666667,0.227592592592593,4.39381611065907,720,0.909337275599865,0.615616764742799,0.53645736256996,0.0912985586247967,"No significativo","No significativo","Democracia competitiva",717,"Centro Democratico",315,191,65,0.289745549895057,0.172942817294282,32,85,4023,982,"Rodolfo Hernández",670,199,0.514196473384464,0.479633401221996,83,199,670,19,0,1,0,10,0,0,0,0,6,6,1048,1023,8,14,3,842,50,109,17,3,0,2,0,1048,"Iván Duque",0.691473432652129,6,6,1019,991,15,9,4,893,98,991,"Iván Duque",0.802219979818365,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,7,7,1897,1262,1256,5,1,13,1091,152,"periferico"
"66400","La Virginia","Risaralda","LA VIRGINIA","RISARALDA","LA VIRGINIA",34276,34276,3128,15307,2660,13980,0,671,256,624,0.908740809896137,0.553419302135605,0.0912591901038628,0.446580697864395,4.89354219948849,0.355321507760532,"Pacto Histórico",3429,3354,0.00564334085778781,0.173092765936245,5.7772489485108,13290,0.775920277407405,0.728612769160212,0.637002611685728,0.227217021631711,"No significativo","No significativo","Periferia democrática",13318,"Partido_142",3277,3141,66,0.189069299344344,0.0102117435050308,428,1230,19800,16461,"Gustavo Petro",6500,6119,0.334018507906428,0.0231456169127028,6500,3261,6119,405,15,26,9,126,0,0,18,1,77,77,16513,15625,380,387,121,6741,1901,5325,1094,265,216,43,40,16513,"Iván Duque",0.322277445632,77,77,15814,14468,876,431,39,10084,4384,14468,"Iván Duque",0.393972905722975,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,97,97,34065,18644,18327,286,31,359,8135,9833,"periferico"
"25095","Bituima","Cundinamarca","BITUIMA","CUNDINAMARCA","BITUIMA",3023,3023,754,1325,646,1220,0,23,34,30,0.750578895137281,0.561693681773073,0.249421104862719,0.438306318226927,1.75729442970822,0.188885213364208,"Partido Liberal Colombiano",246,235,0.00920502092050209,0.143922550375519,6.94818148643717,1195,0.94746780409438,0.777384800631845,0.561048777266181,0.0537529490067098,"Low-Low","No significativo","Democracia competitiva",1190,"Partido_4",551,150,68,0.258555186780595,0.336974789915966,148,225,4743,1339,"Rodolfo Hernández",799,259,0.42325289290493,0.403286034353996,259,227,799,42,1,1,1,9,0,0,0,0,8,8,1275,1252,6,11,6,667,128,203,237,11,2,1,3,1275,"Iván Duque",0.356478835141728,8,8,1345,1293,35,9,8,1012,281,1293,"Iván Duque",0.565351894818252,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,10,10,2930,1825,1812,9,4,30,1327,455,"periferico"
"25260","El Rosal","Cundinamarca","EL ROSAL","CUNDINAMARCA","EL ROSAL",20092,20092,6404,10974,5106,9809,0,959,891,792,0.681266175592276,0.45381246267171,0.318733824407724,0.54618753732829,1.71361648969394,0.227453712920565,"Pacto Histórico",2566,1833,0.0830971545176284,0.171279526764419,5.83840940531918,8821,0.922529533532179,0.741646458756015,0.420130328509946,0.0764968439276498,"No significativo","Low-Low","Democracia competitiva",8544,"Partido_91",2444,1951,68,0.174445659787976,0.0577013108614232,1796,1760,34704,13004,"Rodolfo Hernández",8284,3373,0.478731646444162,0.377653029836973,3373,933,8284,267,14,20,7,106,0,0,32,0,42,42,11918,11209,286,394,29,6038,1223,3062,671,141,13,24,37,11918,"Iván Duque",0.380455622843824,42,42,11682,10701,601,377,3,8008,2693,10701,"Iván Duque",0.496682553032427,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,62,62,21040,15923,15570,339,14,286,7986,7298,"periferico"
"25328","Guayabal De Síquima","Cundinamarca","GUAYABAL DE SIQUIMA","CUNDINAMARCA","GUAYABAL DE SIQUIMA",4604,4604,1256,2561,1110,2417,0,68,66,75,0.727193744569939,0.443744569939183,0.272806255430061,0.556255430060817,2.0390127388535,0.283449174630756,"Cambio Radical",680,461,0.0933503836317136,0.17374079621841,5.75570057099831,2346,0.902153543356656,0.737880622041229,0.434787259796574,0.0964890700922581,"Low-Low","No significativo","Democracia competitiva",2033,"Partido_4",629,310,68,0.168931518290557,0.156910969011313,266,400,8073,2563,"Rodolfo Hernández",1355,618,0.372269834124655,0.28755364806867,618,467,1355,94,1,5,0,23,0,0,0,0,11,11,2458,2378,47,28,5,1452,305,432,148,25,4,6,6,2458,"Iván Duque",0.42627824019025,11,11,2465,2346,91,24,4,1806,540,2346,"Iván Duque",0.539641943734015,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,15,15,4560,3314,3281,26,7,59,2224,998,"periferico"
"73030","Ambalema","Tolima","AMBALEMA","TOLIMA","AMBALEMA",6802,6802,705,3433,607,3107,0,56,53,161,0.896354013525434,0.49529550132314,0.103645986474566,0.50470449867686,4.86950354609929,0.401058512202293,"Partido Conservador Colombiano",822,772,0.0163880694854146,0.197197516576336,5.07105777679961,3051,0.767241013414924,0.716405818193894,0.574324603128349,0.236772554295023,"No significativo","No significativo","Periferia democrática",3190,"Partido Conservador Colombiano",1810,637,65,0.379358300331168,0.367711598746082,84,175,4770,3348,"Rodolfo Hernández",1377,1130,0.336822104603544,0.0737753882915173,1130,775,1377,40,3,3,9,11,0,0,8,0,21,21,3247,3097,72,72,6,918,708,339,1050,52,16,4,10,3247,"Germán Vargas Lleras",0.267346434710479,21,21,3183,2996,102,80,5,1751,1245,2996,"Iván Duque",0.168891855807744,0,1,0,1,0,0,0,0,0,0,0,0,1,FALSE,2026,22,22,6596,3903,3880,18,5,22,1927,1931,"periferico"
"25019","Albán","Cundinamarca","ALBAN","CUNDINAMARCA","ALBAN",5545,5545,1209,2546,1069,2394,0,79,88,89,0.781965734896303,0.540847610459874,0.218034265103697,0.459152389540126,2.10587262200165,0.241118124436429,"Partido Liberal Colombiano",587,570,0.00735294117647059,0.17432292477341,5.73648016346575,2312,0.920712654602692,0.731367018400589,0.557584922705539,0.082409343891896,"Low-Low","No significativo","Democracia competitiva",2295,"Partido Liberal Colombiano",580,453,68,0.160091322900499,0.0553376906318083,238,250,8100,2950,"Rodolfo Hernández",1702,670,0.409542545245619,0.349830508474576,670,456,1702,100,0,2,0,20,0,0,0,0,14,14,2921,2808,57,42,14,1613,303,722,125,21,7,8,9,2921,"Iván Duque",0.409781703273512,14,14,2916,2752,105,54,5,2118,634,2752,"Iván Duque",0.539244186046512,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,17,17,5545,3790,3718,66,6,53,2477,1188,"periferico"
"25297","Gachetá","Cundinamarca","GACHETA","CUNDINAMARCA","GACHETA",9050,9050,2213,3963,1930,3681,0,147,129,133,0.755469613259669,0.562099447513812,0.244530386740331,0.437900552486188,1.79078174423859,0.193370165745856,"Centro Democrático",870,826,0.0124681212808161,0.168070798398663,5.9498735623782,3529,0.937704506639663,0.730033609384054,0.564036075253106,0.0647817894006955,"Low-Low","No significativo","Democracia competitiva",3629,"Partido Conservador Colombiano",1324,495,68,0.196424716512774,0.228437586111877,448,370,14688,4837,"Rodolfo Hernández",3099,975,0.467111523916178,0.439115154021087,975,599,3099,121,4,9,1,29,0,0,4,0,25,25,4966,4815,78,55,18,3245,494,815,219,12,6,14,10,4966,"Iván Duque",0.495452705449503,25,25,4965,4732,149,69,15,3800,932,4732,"Iván Duque",0.606086221470837,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,26,26,8830,5806,5750,42,14,104,4072,1574,"periferico"
"25867","Vianí","Cundinamarca","VIANI","CUNDINAMARCA","VIANI",4430,4430,1054,2309,941,2170,0,36,63,54,0.762076749435666,0.478781038374718,0.237923250564334,0.521218961625282,2.19070208728653,0.283295711060948,"Partido Liberal Colombiano",702,441,0.122362869198312,0.188838621716781,5.29552689438601,2133,0.882249824134206,0.689897045044484,0.48711954464448,0.11578994814882,"Low-Low","No significativo","Democracia competitiva",2113,"Partido_20",659,273,68,0.16816345929655,0.182678655939423,122,230,7506,2316,"Rodolfo Hernández",1329,474,0.407824147404405,0.369170984455959,474,440,1329,53,2,6,0,12,0,0,0,0,10,10,2095,2030,27,36,2,1112,234,243,267,32,131,7,4,2095,"Iván Duque",0.345246669416875,10,10,2146,2047,70,22,7,1600,447,2047,"Iván Duque",0.563263312164143,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,13,13,4365,3034,3018,14,2,32,2122,864,"periferico"
"73408","Lérida","Tolima","LERIDA","TOLIMA","LERIDA",15792,15792,1923,7721,1569,7253,0,164,174,241,0.878229483282675,0.511081560283688,0.121770516717325,0.488918439716312,4.01508060322413,0.367147922998987,"Partido Conservador Colombiano",2544,1736,0.113995485327314,0.218242792001488,4.58205281754818,7088,0.780393445138721,0.646901572403483,0.579942935633057,0.219825152665424,"No significativo","No significativo","Periferia democrática",7086,"Partido Conservador Colombiano",2675,1648,65,0.247766144562083,0.144933672029354,242,730,11718,8089,"Gustavo Petro",3128,2971,0.329872586195353,0.0194090740511806,3128,1714,2971,143,2,9,1,121,0,0,16,2,43,43,7639,7370,122,123,24,2703,1779,1365,1201,201,86,15,20,7639,"Iván Duque",0.254390475155983,43,43,7720,7338,230,141,11,4169,3169,7338,"Iván Duque",0.136276914690651,0,1,0,1,0,1,0,1,0,0,0,0,2,FALSE,2026,47,47,15583,9598,9455,130,13,85,4191,5179,"corredor"
"15690","Santa María","Boyacá","SANTA MARIA","BOYACA","SANTA MARIA",3202,3202,621,1593,506,1476,0,71,63,66,0.806058713304185,0.502498438475953,0.193941286695815,0.497501561524047,2.56521739130435,0.303560274828232,"Alianza por Colombia",510,295,0.153024911032028,0.223152695634554,4.48123647870986,1405,0.844575258184881,0.62977617407479,0.533355152950067,0.153917694312793,"Low-Low","No significativo","Democracia competitiva",1457,"Partido_121",560,513,65,0.294040226130073,0.032258064516129,130,260,3501,1688,"Rodolfo Hernández",997,475,0.436101783428045,0.309241706161137,475,141,997,54,3,12,2,4,0,0,0,0,10,10,1663,1531,56,68,8,818,276,338,68,21,1,3,6,1663,"Iván Duque",0.368885830438305,10,10,1584,1480,68,28,8,936,544,1480,"Iván Duque",0.264864864864865,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,11,11,3134,2121,2092,25,4,34,1282,776,"periferico"
"25662","San Juan De Rioseco","Cundinamarca","SAN JUAN DE RIOSECO","CUNDINAMARCA","SAN JUAN DE RIOSECO",9293,9293,1756,4390,1533,4147,0,73,107,120,0.81104056816959,0.527601420423975,0.18895943183041,0.472398579576025,2.5,0.283439147745615,"Partido Liberal Colombiano",893,768,0.0306899091578689,0.152222733059306,6.56932101994517,4073,0.900659353102031,0.765570074391265,0.560229812535288,0.0999439043330438,"Low-Low","No significativo","Democracia competitiva",4052,"Partido_4",689,645,68,0.133602627832258,0.0108588351431392,184,380,12285,4967,"Rodolfo Hernández",2655,1152,0.380175962236608,0.302597141131468,1152,995,2655,100,0,8,1,56,0,0,4,0,26,26,4671,4532,65,46,28,2668,601,480,677,71,10,14,11,4671,"Iván Duque",0.397950360250808,26,26,4874,4682,129,53,10,3491,1191,4682,"Iván Duque",0.491243058521999,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,29,29,9104,5851,5814,30,7,57,4020,1737,"periferico"
"66682","Santa Rosa De Cabal","Risaralda","SANTA ROSA DE CABAL","RISARALDA","SANTA ROSA DE CABAL",68634,68634,12349,35240,10601,32270,0,1763,994,1467,0.820074598595448,0.486551854765859,0.179925401404552,0.513448145234141,2.85367236213459,0.333522743829589,"Centro Democrático",6209,5543,0.0218668943100108,0.145954327688228,6.85145836947083,30457,0.886328659205443,0.799583111233974,0.525401308141523,0.114358330030904,"No significativo","No significativo","Democracia competitiva",31809,"Partido_5",11755,6043,66,0.213724755387753,0.179571819296426,1882,3085,81387,36742,"Rodolfo Hernández",13565,11651,0.302128483659341,0.05209297261989,11651,9215,13565,1741,48,106,30,386,0,0,20,1,147,147,36565,35201,636,600,128,15327,3620,13883,1508,490,245,60,68,36565,"Iván Duque",0.35774165533778,147,147,35908,32951,2016,860,81,22814,10137,32951,"Iván Duque",0.384722770173895,0,0,0,0,0,0,0,0,0,1,1,2,0,FALSE,2026,201,201,69401,45252,44460,695,97,967,25850,17643,"periferico"
"25126","Cajicá","Cundinamarca","CAJICA","CUNDINAMARCA","CAJICA",65041,65041,25415,40312,23282,38939,0,2127,1687,933,0.609246475300195,0.380206331390969,0.390753524699805,0.619793668609031,1.5861499114696,0.229040143909226,"Centro Democrático",9750,8396,0.0368465452962147,0.160293500133565,6.23855614336668,36747,0.944401870892739,0.810362727023851,0.310859249440161,0.056362512306375,"No significativo","Low-Low","Democracia competitiva",35530,"Partido_58",9918,8803,68,0.172492289767692,0.0313819307627357,5178,5265,176760,42302,"Rodolfo Hernández",16703,13462,0.303701810460497,0.0766157628480923,13462,8625,16703,2948,27,140,17,380,0,0,36,1,126,126,35546,34329,702,467,48,11314,6426,14231,1530,631,66,55,76,35546,"Sergio Fajardo",0.317840963275005,126,126,33205,30410,2136,639,20,16750,13660,30410,"Iván Duque",0.101611312068399,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,199,199,68439,54751,54226,507,18,1309,31004,21913,"periferico"
"25326","Guatavita","Cundinamarca","GUATAVITA","CUNDINAMARCA","GUATAVITA",5645,5645,1377,2873,1260,2727,0,162,67,79,0.756067316209035,0.491054030115146,0.243932683790965,0.508945969884854,2.08641975308642,0.265013286093888,"Centro Democrático",584,567,0.00663285212641436,0.161190135012054,6.20385360385247,2563,0.925814636892927,0.774242447555701,0.495776688398789,0.0765646052944478,"Low-Low","No significativo","Democracia competitiva",2568,"Partido_4",494,430,68,0.13976808988655,0.0249221183800623,310,280,9441,3785,"Rodolfo Hernández",2540,734,0.497406609207939,0.477146631439894,734,338,2540,145,3,10,0,15,0,0,2,0,14,14,3463,3340,76,35,12,1786,269,1093,132,41,9,5,5,3463,"Iván Duque",0.401229965219262,14,14,3328,3045,216,64,3,2291,754,3045,"Iván Duque",0.504761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,16,16,5664,4423,4370,46,7,96,3039,1235,"periferico"
"15325","Guayatá","Boyacá","GUAYATA","BOYACA","GUAYATA",3949,3949,961,2054,859,1943,0,26,43,44,0.756647252468979,0.479868321093948,0.243352747531021,0.520131678906052,2.13735691987513,0.276778931375032,"Partido Conservador Colombiano",644,420,0.116849243609807,0.216960838817172,4.60912672283073,1917,0.878109817122452,0.66020470144904,0.485287467905866,0.121885146105037,"Low-Low","No significativo","Democracia competitiva",1890,"Partido_121",847,452,65,0.284743428235492,0.208994708994709,144,100,6903,2274,"Rodolfo Hernández",1522,357,0.493212244414895,0.51231310466139,321,357,1522,58,1,9,3,3,0,0,0,0,10,10,2160,2101,29,21,9,1367,189,351,159,17,5,7,6,2160,"Iván Duque",0.465150091715352,10,10,2170,2110,41,12,7,1786,324,2110,"Iván Duque",0.692890995260664,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,11,11,3891,2765,2753,10,2,21,2247,485,"periferico"
"66075","Balboa","Risaralda","BALBOA","RISARALDA","BALBOA",5934,5934,511,2604,443,2332,0,82,29,130,0.913886080215706,0.561172901921132,0.0861139197842939,0.438827098078868,5.0958904109589,0.352713178294574,"Partido Liberal Colombiano",1055,323,0.325333333333333,0.272986469135802,3.66318522366957,2250,0.653071031177164,0.496085969738685,0.64721750550435,0.339475788897516,"No significativo","No significativo","Periferia democrática",2274,"Partido Liberal Colombiano",1075,450,66,0.292665588361107,0.274846086191733,60,200,3357,2646,"Rodolfo Hernández",1322,708,0.359678380464473,0.232048374905518,708,514,1322,66,3,6,1,26,0,0,0,0,17,17,2704,2561,56,61,26,1419,229,556,101,224,10,9,13,2704,"Iván Duque",0.371378047640691,17,17,2807,2591,125,72,19,2008,583,2591,"Iván Duque",0.549980702431494,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,19,19,5890,3362,3292,59,11,58,1992,1242,"periferico"
"15667","San Luis De Gaceno","Boyacá","SAN LUIS DE GACENO","BOYACA","SAN LUIS DE GACENO",4281,4281,959,2182,855,2098,0,26,53,38,0.775986918944172,0.490306003270264,0.224013081055828,0.509693996729736,2.27528675703858,0.285680915673908,"Partido Conservador Colombiano",826,478,0.167953667953668,0.248999809931277,4.01606732260557,2072,0.848184812670302,0.607420484008352,0.505626511538276,0.151071636717297,"No significativo","No significativo","Democracia competitiva",2021,"Partido_121",995,424,65,0.314495667828229,0.282533399307274,60,155,7146,2368,"Rodolfo Hernández",1812,261,0.608274316334916,0.654983108108108,261,240,1812,41,1,2,1,10,0,0,4,0,15,15,2523,2467,22,21,13,1841,160,358,86,16,0,1,5,2523,"Iván Duque",0.583416213597928,15,15,2509,2422,65,15,7,2094,328,2422,"Iván Duque",0.729149463253509,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,15,15,4191,2876,2857,16,3,34,2451,372,"periferico"
"73411","Líbano","Tolima","LIBANO","TOLIMA","LIBANO",34460,34460,3929,14622,3303,13303,0,385,337,743,0.885983749274521,0.575681950087057,0.114016250725479,0.424318049912943,3.72155764825655,0.310301799187464,"Partido Conservador Colombiano",4069,3147,0.0714562504843835,0.194402562898916,5.14396510564511,12903,0.8137969019727,0.662884253685923,0.64641386751402,0.187204449014662,"No significativo","No significativo","Periferia democrática",12940,"Partido_100",4505,3977,65,0.253476454161282,0.0408037094281298,436,945,26064,16194,"Gustavo Petro",6854,4898,0.326700376436388,0.12078547610226,6854,3807,4898,439,17,32,3,144,0,0,0,0,81,81,16764,16069,277,347,71,7087,4084,1768,2533,480,27,42,48,16764,"Iván Duque",0.296968305141201,81,81,16511,15699,476,301,35,9518,6181,15699,"Iván Duque",0.212561309637557,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,102,102,34080,19872,19526,305,41,290,8970,10266,"periferico"
